id,TVin_SAEM,TVmax_SAEM,beff_SAEM,r_SAEM,kLn_SAEM,sL_SAEM,Kp_SAEM,Kado_SAEM,Vado_SAEM,IC50_SAEM,sR_SAEM,sCf_SAEM,TVin_mean,TVmax_mean,beff_mean,r_mean,kLn_mean,sL_mean,Kp_mean,Kado_mean,Vado_mean,IC50_mean,sR_mean,sCf_mean,TVin_mode,TVmax_mode,beff_mode,r_mode,kLn_mode,sL_mode,Kp_mode,Kado_mode,Vado_mode,IC50_mode,sR_mode,sCf_mode,TVin_sd,TVmax_sd,beff_sd,r_sd,kLn_sd,sL_sd,Kp_sd,Kado_sd,Vado_sd,IC50_sd,sR_sd,sCf_sd,Model,Study,Treat
1,2.06173,3500,0.001,0.522325,209.213,2.46921,1333.37,80,100000,1.86059,50.7824,1,2.05452,3500,0.001,0.521743,209.674,2.44835,1279.92,80,100000,1.82315,51.9388,1,2.05452,3500,0.001,0.521743,209.674,2.42972,1279.92,80,100000,1.82315,52.408,1,0,0,0,0,0,0.291519,0,0,0,0,5.63079,0,CT26,CIV226,Vehicle
2,2.06173,3500,0.001,0.522325,209.213,1.10946,1333.37,80,100000,1.86059,57.0463,1,2.05452,3500,0.001,0.521743,209.674,1.11166,1279.92,80,100000,1.82315,58.9199,1,2.05452,3500,0.001,0.521743,209.674,1.08913,1279.92,80,100000,1.82315,58.4871,1,0,0,0,0,0,0.164945,0,0,0,0,7.88157,0,CT26,CIV226,Vehicle
3,2.06173,3500,0.001,0.522325,209.213,2.80847,1333.37,80,100000,1.86059,53.4033,1,2.05452,3500,0.001,0.521743,209.674,2.77254,1279.92,80,100000,1.82315,53.8033,1,2.05452,3500,0.001,0.521743,209.674,2.74567,1279.92,80,100000,1.82315,55.022,1,0,0,0,0,0,0.380301,0,0,0,0,6.65536,0,CT26,CIV226,Vehicle
4,2.06173,3500,0.001,0.522325,209.213,2.56258,1333.37,80,100000,1.86059,57.2397,1,2.05452,3500,0.001,0.521743,209.674,2.54094,1279.92,80,100000,1.82315,55.5416,1,2.05452,3500,0.001,0.521743,209.674,2.4523,1279.92,80,100000,1.82315,56.0465,1,0,0,0,0,0,0.397056,0,0,0,0,7.50803,0,CT26,CIV226,Vehicle
5,2.06173,3500,0.001,0.522325,209.213,1.70508,1333.37,80,100000,1.86059,59.2395,1,2.05452,3500,0.001,0.521743,209.674,1.75772,1279.92,80,100000,1.82315,59.768,1,2.05452,3500,0.001,0.521743,209.674,1.65781,1279.92,80,100000,1.82315,58.9715,1,0,0,0,0,0,0.241807,0,0,0,0,7.98516,0,CT26,CIV226,Vehicle
6,2.06173,3500,0.001,0.522325,209.213,1.28074,1333.37,80,100000,1.86059,66.8259,1,2.05452,3500,0.001,0.521743,209.674,1.27526,1279.92,80,100000,1.82315,64.9417,1,2.05452,3500,0.001,0.521743,209.674,1.25479,1279.92,80,100000,1.82315,66.2109,1,0,0,0,0,0,0.145734,0,0,0,0,8.74227,0,CT26,CIV226,Vehicle
7,2.06173,3500,0.001,0.522325,209.213,3.97082,1333.37,80,100000,1.86059,53.4077,1,2.05452,3500,0.001,0.521743,209.674,3.92484,1279.92,80,100000,1.82315,52.1956,1,2.05452,3500,0.001,0.521743,209.674,3.822,1279.92,80,100000,1.82315,53.221,1,0,0,0,0,0,0.630577,0,0,0,0,6.95115,0,CT26,CIV226,Vehicle
8,2.06173,3500,0.001,0.522325,209.213,2.43082,1333.37,80,100000,1.86059,56.7983,1,2.05452,3500,0.001,0.521743,209.674,2.42095,1279.92,80,100000,1.82315,57.7994,1,2.05452,3500,0.001,0.521743,209.674,2.36761,1279.92,80,100000,1.82315,57.3177,1,0,0,0,0,0,0.346142,0,0,0,0,6.87375,0,CT26,CIV226,Vehicle
9,2.06173,3500,0.001,0.522325,209.213,2.84048,1333.37,80,100000,1.86059,51.6027,1,2.05452,3500,0.001,0.521743,209.674,2.70776,1279.92,80,100000,1.82315,49.6574,1,2.05452,3500,0.001,0.521743,209.674,2.67498,1279.92,80,100000,1.82315,51.2983,1,0,0,0,0,0,0.445827,0,0,0,0,6.20624,0,CT26,CIV226,Vehicle
10,2.06173,3500,0.001,0.522325,209.213,3.27511,1333.37,80,100000,1.86059,52.314,1,2.05452,3500,0.001,0.521743,209.674,3.27006,1279.92,80,100000,1.82315,53.3192,1,2.05452,3500,0.001,0.521743,209.674,3.15016,1279.92,80,100000,1.82315,52.9485,1,0,0,0,0,0,0.48833,0,0,0,0,6.57372,0,CT26,CIV226,Vehicle
11,2.06173,3500,0.001,0.522325,209.213,1.80422,1333.37,80,100000,1.86059,60.2418,1,2.05452,3500,0.001,0.521743,209.674,1.80064,1279.92,80,100000,1.82315,59.0915,1,2.05452,3500,0.001,0.521743,209.674,1.7492,1279.92,80,100000,1.82315,59.0333,1,0,0,0,0,0,0.260439,0,0,0,0,8.59113,0,CT26,CIV226,AZD4635
12,2.06173,3500,0.001,0.522325,209.213,2.32027,1333.37,80,100000,1.86059,58.8309,1,2.05452,3500,0.001,0.521743,209.674,2.35672,1279.92,80,100000,1.82315,59.1158,1,2.05452,3500,0.001,0.521743,209.674,2.25766,1279.92,80,100000,1.82315,58.1101,1,0,0,0,0,0,0.326794,0,0,0,0,6.49238,0,CT26,CIV226,AZD4635
13,2.06173,3500,0.001,0.522325,209.213,1.45858,1333.37,80,100000,1.86059,58.5224,1,2.05452,3500,0.001,0.521743,209.674,1.48172,1279.92,80,100000,1.82315,59.3705,1,2.05452,3500,0.001,0.521743,209.674,1.42525,1279.92,80,100000,1.82315,58.914,1,0,0,0,0,0,0.226436,0,0,0,0,8.60707,0,CT26,CIV226,AZD4635
14,2.06173,3500,0.001,0.522325,209.213,2.29586,1333.37,80,100000,1.86059,59.657,1,2.05452,3500,0.001,0.521743,209.674,2.35587,1279.92,80,100000,1.82315,59.8873,1,2.05452,3500,0.001,0.521743,209.674,2.27765,1279.92,80,100000,1.82315,60.4206,1,0,0,0,0,0,0.285658,0,0,0,0,7.88894,0,CT26,CIV226,AZD4635
15,2.06173,3500,0.001,0.522325,209.213,2.24983,1333.37,80,100000,1.86059,58.4981,1,2.05452,3500,0.001,0.521743,209.674,2.25169,1279.92,80,100000,1.82315,60.016,1,2.05452,3500,0.001,0.521743,209.674,2.21936,1279.92,80,100000,1.82315,59.8526,1,0,0,0,0,0,0.313933,0,0,0,0,7.64559,0,CT26,CIV226,AZD4635
16,2.06173,3500,0.001,0.522325,209.213,2.05352,1333.37,80,100000,1.86059,60.8843,1,2.05452,3500,0.001,0.521743,209.674,1.95634,1279.92,80,100000,1.82315,60.3268,1,2.05452,3500,0.001,0.521743,209.674,1.92296,1279.92,80,100000,1.82315,60.3392,1,0,0,0,0,0,0.222087,0,0,0,0,7.04436,0,CT26,CIV226,AZD4635
17,2.06173,3500,0.001,0.522325,209.213,1.91582,1333.37,80,100000,1.86059,60.6636,1,2.05452,3500,0.001,0.521743,209.674,1.99909,1279.92,80,100000,1.82315,64.3344,1,2.05452,3500,0.001,0.521743,209.674,1.86056,1279.92,80,100000,1.82315,59.9923,1,0,0,0,0,0,0.248045,0,0,0,0,7.65825,0,CT26,CIV226,AZD4635
18,2.06173,3500,0.001,0.522325,209.213,1.76683,1333.37,80,100000,1.86059,56.6635,1,2.05452,3500,0.001,0.521743,209.674,1.79192,1279.92,80,100000,1.82315,58.7415,1,2.05452,3500,0.001,0.521743,209.674,1.75638,1279.92,80,100000,1.82315,57.8785,1,0,0,0,0,0,0.175365,0,0,0,0,6.24524,0,CT26,CIV226,AZD4635
19,2.06173,3500,0.001,0.522325,209.213,1.785,1333.37,80,100000,1.86059,59.5046,1,2.05452,3500,0.001,0.521743,209.674,1.75953,1279.92,80,100000,1.82315,59.5645,1,2.05452,3500,0.001,0.521743,209.674,1.74329,1279.92,80,100000,1.82315,60.4588,1,0,0,0,0,0,0.22888,0,0,0,0,7.65286,0,CT26,CIV226,AZD4635
20,2.06173,3500,0.001,0.522325,209.213,3.85895,1333.37,80,100000,1.86059,59.1545,1,2.05452,3500,0.001,0.521743,209.674,3.9599,1279.92,80,100000,1.82315,61.6639,1,2.05452,3500,0.001,0.521743,209.674,3.62068,1279.92,80,100000,1.82315,58.2622,1,0,0,0,0,0,0.470184,0,0,0,0,6.87707,0,CT26,CIV226,AZD4635
31,2.06173,3500,0.001,0.522325,209.213,1.98484,1333.37,80,100000,1.86059,55.3882,1,2.05452,3500,0.001,0.521743,209.674,1.96037,1279.92,80,100000,1.82315,55.0585,1,2.05452,3500,0.001,0.521743,209.674,1.92019,1279.92,80,100000,1.82315,54.6045,1,0,0,0,0,0,0.259006,0,0,0,0,6.41873,0,CT26,CIV226,PD1Ab
32,2.06173,3500,0.001,0.522325,209.213,2.09377,1333.37,80,100000,1.86059,59.5178,1,2.05452,3500,0.001,0.521743,209.674,2.09192,1279.92,80,100000,1.82315,59.6344,1,2.05452,3500,0.001,0.521743,209.674,2.01159,1279.92,80,100000,1.82315,58.249,1,0,0,0,0,0,0.232199,0,0,0,0,6.3425,0,CT26,CIV226,PD1Ab
33,2.06173,3500,0.001,0.522325,209.213,2.84732,1333.37,80,100000,1.86059,56.597,1,2.05452,3500,0.001,0.521743,209.674,2.8467,1279.92,80,100000,1.82315,56.1677,1,2.05452,3500,0.001,0.521743,209.674,2.7388,1279.92,80,100000,1.82315,55.7608,1,0,0,0,0,0,0.403631,0,0,0,0,6.65462,0,CT26,CIV226,PD1Ab
34,2.06173,3500,0.001,0.522325,209.213,2.17563,1333.37,80,100000,1.86059,60.5929,1,2.05452,3500,0.001,0.521743,209.674,2.15796,1279.92,80,100000,1.82315,58.6366,1,2.05452,3500,0.001,0.521743,209.674,2.06266,1279.92,80,100000,1.82315,58.0972,1,0,0,0,0,0,0.221351,0,0,0,0,5.69741,0,CT26,CIV226,PD1Ab
35,2.06173,3500,0.001,0.522325,209.213,1.9886,1333.37,80,100000,1.86059,57.8967,1,2.05452,3500,0.001,0.521743,209.674,2.02877,1279.92,80,100000,1.82315,59.1203,1,2.05452,3500,0.001,0.521743,209.674,1.90113,1279.92,80,100000,1.82315,56.8528,1,0,0,0,0,0,0.246532,0,0,0,0,6.22804,0,CT26,CIV226,PD1Ab
36,2.06173,3500,0.001,0.522325,209.213,1.33824,1333.37,80,100000,1.86059,55.3106,1,2.05452,3500,0.001,0.521743,209.674,1.32079,1279.92,80,100000,1.82315,54.2253,1,2.05452,3500,0.001,0.521743,209.674,1.32799,1279.92,80,100000,1.82315,55.8125,1,0,0,0,0,0,0.115412,0,0,0,0,4.53803,0,CT26,CIV226,PD1Ab
37,2.06173,3500,0.001,0.522325,209.213,2.7175,1333.37,80,100000,1.86059,63.7012,1,2.05452,3500,0.001,0.521743,209.674,2.60001,1279.92,80,100000,1.82315,60.9663,1,2.05452,3500,0.001,0.521743,209.674,2.55919,1279.92,80,100000,1.82315,61.3939,1,0,0,0,0,0,0.25611,0,0,0,0,5.14587,0,CT26,CIV226,PD1Ab
38,2.06173,3500,0.001,0.522325,209.213,2.08548,1333.37,80,100000,1.86059,55.9128,1,2.05452,3500,0.001,0.521743,209.674,2.05021,1279.92,80,100000,1.82315,55.152,1,2.05452,3500,0.001,0.521743,209.674,2.03508,1279.92,80,100000,1.82315,55.4654,1,0,0,0,0,0,0.211546,0,0,0,0,5.73127,0,CT26,CIV226,PD1Ab
39,2.06173,3500,0.001,0.522325,209.213,3.78065,1333.37,80,100000,1.86059,55.4222,1,2.05452,3500,0.001,0.521743,209.674,3.9125,1279.92,80,100000,1.82315,56.8076,1,2.05452,3500,0.001,0.521743,209.674,3.71372,1279.92,80,100000,1.82315,56.8545,1,0,0,0,0,0,0.558004,0,0,0,0,8.11853,0,CT26,CIV226,PD1Ab
40,2.06173,3500,0.001,0.522325,209.213,2.9331,1333.37,80,100000,1.86059,57.3578,1,2.05452,3500,0.001,0.521743,209.674,3.01024,1279.92,80,100000,1.82315,58.9803,1,2.05452,3500,0.001,0.521743,209.674,2.87612,1279.92,80,100000,1.82315,58.2195,1,0,0,0,0,0,0.435245,0,0,0,0,7.43025,0,CT26,CIV226,PD1Ab
41,2.06173,3500,0.001,0.522325,209.213,1.67942,1333.37,80,100000,1.86059,54.7159,1,2.05452,3500,0.001,0.521743,209.674,1.70713,1279.92,80,100000,1.82315,55.0531,1,2.05452,3500,0.001,0.521743,209.674,1.65364,1279.92,80,100000,1.82315,54.5726,1,0,0,0,0,0,0.166446,0,0,0,0,5.4259,0,CT26,CIV226,BID50
42,2.06173,3500,0.001,0.522325,209.213,2.25855,1333.37,80,100000,1.86059,57.1089,1,2.05452,3500,0.001,0.521743,209.674,2.16612,1279.92,80,100000,1.82315,54.4022,1,2.05452,3500,0.001,0.521743,209.674,2.18442,1279.92,80,100000,1.82315,55.8128,1,0,0,0,0,0,0.282065,0,0,0,0,6.71756,0,CT26,CIV226,BID50
43,2.06173,3500,0.001,0.522325,209.213,2.18429,1333.37,80,100000,1.86059,55.3178,1,2.05452,3500,0.001,0.521743,209.674,2.25585,1279.92,80,100000,1.82315,56.6929,1,2.05452,3500,0.001,0.521743,209.674,2.1646,1279.92,80,100000,1.82315,55.9567,1,0,0,0,0,0,0.256723,0,0,0,0,5.96571,0,CT26,CIV226,BID50
44,2.06173,3500,0.001,0.522325,209.213,2.47267,1333.37,80,100000,1.86059,60.6277,1,2.05452,3500,0.001,0.521743,209.674,2.49661,1279.92,80,100000,1.82315,59.9717,1,2.05452,3500,0.001,0.521743,209.674,2.41628,1279.92,80,100000,1.82315,60.2017,1,0,0,0,0,0,0.275175,0,0,0,0,5.76321,0,CT26,CIV226,BID50
45,2.06173,3500,0.001,0.522325,209.213,1.71157,1333.37,80,100000,1.86059,54.7396,1,2.05452,3500,0.001,0.521743,209.674,1.61941,1279.92,80,100000,1.82315,51.6951,1,2.05452,3500,0.001,0.521743,209.674,1.68786,1279.92,80,100000,1.82315,54.4507,1,0,0,0,0,0,0.23861,0,0,0,0,7.09273,0,CT26,CIV226,BID50
46,2.06173,3500,0.001,0.522325,209.213,1.84969,1333.37,80,100000,1.86059,61.4452,1,2.05452,3500,0.001,0.521743,209.674,1.8188,1279.92,80,100000,1.82315,60.2201,1,2.05452,3500,0.001,0.521743,209.674,1.75415,1279.92,80,100000,1.82315,59.0975,1,0,0,0,0,0,0.233046,0,0,0,0,7.39835,0,CT26,CIV226,BID50
47,2.06173,3500,0.001,0.522325,209.213,1.49104,1333.37,80,100000,1.86059,61.9615,1,2.05452,3500,0.001,0.521743,209.674,1.40411,1279.92,80,100000,1.82315,58.6565,1,2.05452,3500,0.001,0.521743,209.674,1.3845,1279.92,80,100000,1.82315,58.3496,1,0,0,0,0,0,0.156596,0,0,0,0,5.98314,0,CT26,CIV226,BID50
48,2.06173,3500,0.001,0.522325,209.213,2.52177,1333.37,80,100000,1.86059,55.9489,1,2.05452,3500,0.001,0.521743,209.674,2.46836,1279.92,80,100000,1.82315,54.5254,1,2.05452,3500,0.001,0.521743,209.674,2.41727,1279.92,80,100000,1.82315,54.5001,1,0,0,0,0,0,0.338833,0,0,0,0,6.8821,0,CT26,CIV226,BID50
49,2.06173,3500,0.001,0.522325,209.213,3.37832,1333.37,80,100000,1.86059,50.0097,1,2.05452,3500,0.001,0.521743,209.674,3.57327,1279.92,80,100000,1.82315,52.6318,1,2.05452,3500,0.001,0.521743,209.674,3.36804,1279.92,80,100000,1.82315,51.115,1,0,0,0,0,0,0.482833,0,0,0,0,5.50038,0,CT26,CIV226,BID50
50,2.06173,3500,0.001,0.522325,209.213,2.52584,1333.37,80,100000,1.86059,56.8616,1,2.05452,3500,0.001,0.521743,209.674,2.54908,1279.92,80,100000,1.82315,58.0003,1,2.05452,3500,0.001,0.521743,209.674,2.46665,1279.92,80,100000,1.82315,56.9969,1,0,0,0,0,0,0.28412,0,0,0,0,6.34011,0,CT26,CIV226,BID50
101,2.06173,3500,0.001,0.522325,209.213,2.26704,1333.37,80,60653.1,1.86059,46.0307,1,2.05452,3500,0.001,0.521743,209.674,2.35245,1279.92,80,60653.1,1.82315,47.8204,1,2.05452,3500,0.001,0.521743,209.674,2.21261,1279.92,80,60653.1,1.82315,47.2629,1,0,0,0,0,0,0.390446,0,0,0,0,5.48391,0,MC38,CIV227,Vehicle
102,2.06173,3500,0.001,0.522325,209.213,2.8872,1333.37,80,60653.1,1.86059,45.8839,1,2.05452,3500,0.001,0.521743,209.674,2.74704,1279.92,80,60653.1,1.82315,44.5827,1,2.05452,3500,0.001,0.521743,209.674,2.70194,1279.92,80,60653.1,1.82315,45.4016,1,0,0,0,0,0,0.359415,0,0,0,0,4.60416,0,MC38,CIV227,Vehicle
103,2.06173,3500,0.001,0.522325,209.213,1.60074,1333.37,80,60653.1,1.86059,48.6307,1,2.05452,3500,0.001,0.521743,209.674,1.62767,1279.92,80,60653.1,1.82315,48.8909,1,2.05452,3500,0.001,0.521743,209.674,1.60768,1279.92,80,60653.1,1.82315,49.4088,1,0,0,0,0,0,0.201783,0,0,0,0,5.844,0,MC38,CIV227,Vehicle
104,2.06173,3500,0.001,0.522325,209.213,4.52842,1333.37,80,60653.1,1.86059,43.8266,1,2.05452,3500,0.001,0.521743,209.674,4.6638,1279.92,80,60653.1,1.82315,45.792,1,2.05452,3500,0.001,0.521743,209.674,4.38676,1279.92,80,60653.1,1.82315,44.7475,1,0,0,0,0,0,0.855983,0,0,0,0,6.63581,0,MC38,CIV227,Vehicle
106,2.06173,3500,0.001,0.522325,209.213,1.92934,1333.37,80,60653.1,1.86059,48.5853,1,2.05452,3500,0.001,0.521743,209.674,1.92029,1279.92,80,60653.1,1.82315,48.6365,1,2.05452,3500,0.001,0.521743,209.674,1.84058,1279.92,80,60653.1,1.82315,48.0709,1,0,0,0,0,0,0.317116,0,0,0,0,6.04824,0,MC38,CIV227,Vehicle
107,2.06173,3500,0.001,0.522325,209.213,3.63288,1333.37,80,60653.1,1.86059,42.9314,1,2.05452,3500,0.001,0.521743,209.674,3.83551,1279.92,80,60653.1,1.82315,46.1481,1,2.05452,3500,0.001,0.521743,209.674,3.58696,1279.92,80,60653.1,1.82315,43.9752,1,0,0,0,0,0,0.623692,0,0,0,0,5.92465,0,MC38,CIV227,Vehicle
108,2.06173,3500,0.001,0.522325,209.213,2.01568,1333.37,80,60653.1,1.86059,47.6531,1,2.05452,3500,0.001,0.521743,209.674,2.00034,1279.92,80,60653.1,1.82315,45.9724,1,2.05452,3500,0.001,0.521743,209.674,1.97679,1279.92,80,60653.1,1.82315,47.3122,1,0,0,0,0,0,0.267612,0,0,0,0,5.14582,0,MC38,CIV227,Vehicle
109,2.06173,3500,0.001,0.522325,209.213,3.39307,1333.37,80,60653.1,1.86059,43.9697,1,2.05452,3500,0.001,0.521743,209.674,3.5399,1279.92,80,60653.1,1.82315,45.313,1,2.05452,3500,0.001,0.521743,209.674,3.35114,1279.92,80,60653.1,1.82315,45.1217,1,0,0,0,0,0,0.520822,0,0,0,0,5.17581,0,MC38,CIV227,Vehicle
111,2.06173,3500,0.001,0.522325,209.213,3.29168,1333.37,80,60653.1,1.86059,46.7862,1,2.05452,3500,0.001,0.521743,209.674,3.23459,1279.92,80,60653.1,1.82315,47.1794,1,2.05452,3500,0.001,0.521743,209.674,3.17171,1279.92,80,60653.1,1.82315,47.7171,1,0,0,0,0,0,0.487991,0,0,0,0,5.34019,0,MC38,CIV227,Vehicle
114,2.06173,3500,0.001,0.522325,209.213,1.7203,1333.37,80,60653.1,1.86059,48.1442,1,2.05452,3500,0.001,0.521743,209.674,1.74979,1279.92,80,60653.1,1.82315,49.8439,1,2.05452,3500,0.001,0.521743,209.674,1.65546,1279.92,80,60653.1,1.82315,47.9526,1,0,0,0,0,0,0.253992,0,0,0,0,6.37846,0,MC38,CIV227,AZD4635
115,2.06173,3500,0.001,0.522325,209.213,1.78729,1333.37,80,60653.1,1.86059,49.5207,1,2.05452,3500,0.001,0.521743,209.674,1.7306,1279.92,80,60653.1,1.82315,48.4478,1,2.05452,3500,0.001,0.521743,209.674,1.69469,1279.92,80,60653.1,1.82315,49.3778,1,0,0,0,0,0,0.287765,0,0,0,0,6.88044,0,MC38,CIV227,AZD4635
116,2.06173,3500,0.001,0.522325,209.213,2.31538,1333.37,80,60653.1,1.86059,50.0646,1,2.05452,3500,0.001,0.521743,209.674,2.31953,1279.92,80,60653.1,1.82315,50.7941,1,2.05452,3500,0.001,0.521743,209.674,2.20275,1279.92,80,60653.1,1.82315,50.2888,1,0,0,0,0,0,0.27561,0,0,0,0,5.75264,0,MC38,CIV227,AZD4635
117,2.06173,3500,0.001,0.522325,209.213,2.06837,1333.37,80,60653.1,1.86059,49.684,1,2.05452,3500,0.001,0.521743,209.674,2.12768,1279.92,80,60653.1,1.82315,51.5859,1,2.05452,3500,0.001,0.521743,209.674,2.09779,1279.92,80,60653.1,1.82315,51.4191,1,0,0,0,0,0,0.293927,0,0,0,0,5.93014,0,MC38,CIV227,AZD4635
118,2.06173,3500,0.001,0.522325,209.213,2.52144,1333.37,80,60653.1,1.86059,48.0053,1,2.05452,3500,0.001,0.521743,209.674,2.39507,1279.92,80,60653.1,1.82315,47.1642,1,2.05452,3500,0.001,0.521743,209.674,2.34738,1279.92,80,60653.1,1.82315,47.0545,1,0,0,0,0,0,0.330705,0,0,0,0,6.3259,0,MC38,CIV227,AZD4635
119,2.06173,3500,0.001,0.522325,209.213,1.55392,1333.37,80,60653.1,1.86059,55.3894,1,2.05452,3500,0.001,0.521743,209.674,1.57295,1279.92,80,60653.1,1.82315,56.7789,1,2.05452,3500,0.001,0.521743,209.674,1.46368,1279.92,80,60653.1,1.82315,53.8892,1,0,0,0,0,0,0.167414,0,0,0,0,5.46291,0,MC38,CIV227,AZD4635
120,2.06173,3500,0.001,0.522325,209.213,1.95161,1333.37,80,60653.1,1.86059,49.7398,1,2.05452,3500,0.001,0.521743,209.674,2.02393,1279.92,80,60653.1,1.82315,50.5888,1,2.05452,3500,0.001,0.521743,209.674,1.8995,1279.92,80,60653.1,1.82315,49.3821,1,0,0,0,0,0,0.286709,0,0,0,0,6.2181,0,MC38,CIV227,AZD4635
124,2.06173,3500,0.001,0.522325,209.213,1.7944,1333.37,80,60653.1,1.86059,52.8141,1,2.05452,3500,0.001,0.521743,209.674,1.81379,1279.92,80,60653.1,1.82315,53.1983,1,2.05452,3500,0.001,0.521743,209.674,1.77815,1279.92,80,60653.1,1.82315,53.1094,1,0,0,0,0,0,0.262305,0,0,0,0,6.5884,0,MC38,CIV227,AZD4635
125,2.06173,3500,0.001,0.522325,209.213,2.24123,1333.37,80,60653.1,1.86059,46.5662,1,2.05452,3500,0.001,0.521743,209.674,2.32539,1279.92,80,60653.1,1.82315,48.7207,1,2.05452,3500,0.001,0.521743,209.674,2.16801,1279.92,80,60653.1,1.82315,47.1768,1,0,0,0,0,0,0.360299,0,0,0,0,6.03648,0,MC38,CIV227,AZD4635
140,2.06173,3500,0.001,0.522325,209.213,3.17248,1333.37,80,60653.1,1.86059,42.6108,1,2.05452,3500,0.001,0.521743,209.674,3.33838,1279.92,80,60653.1,1.82315,44.4205,1,2.05452,3500,0.001,0.521743,209.674,3.1031,1279.92,80,60653.1,1.82315,42.5388,1,0,0,0,0,0,0.5381,0,0,0,0,5.47226,0,MC38,CIV227,PD1Ab
141,2.06173,3500,0.001,0.522325,209.213,1.74446,1333.37,80,60653.1,1.86059,54.714,1,2.05452,3500,0.001,0.521743,209.674,1.66371,1279.92,80,60653.1,1.82315,52.7881,1,2.05452,3500,0.001,0.521743,209.674,1.68471,1279.92,80,60653.1,1.82315,53.8889,1,0,0,0,0,0,0.16322,0,0,0,0,4.921,0,MC38,CIV227,PD1Ab
142,2.06173,3500,0.001,0.522325,209.213,2.48523,1333.37,80,60653.1,1.86059,45.8626,1,2.05452,3500,0.001,0.521743,209.674,2.59461,1279.92,80,60653.1,1.82315,47.6751,1,2.05452,3500,0.001,0.521743,209.674,2.41925,1279.92,80,60653.1,1.82315,46.1346,1,0,0,0,0,0,0.327559,0,0,0,0,5.1295,0,MC38,CIV227,PD1Ab
143,2.06173,3500,0.001,0.522325,209.213,2.5407,1333.37,80,60653.1,1.86059,53.89,1,2.05452,3500,0.001,0.521743,209.674,2.56291,1279.92,80,60653.1,1.82315,54.6707,1,2.05452,3500,0.001,0.521743,209.674,2.44146,1279.92,80,60653.1,1.82315,53.3241,1,0,0,0,0,0,0.325098,0,0,0,0,6.47092,0,MC38,CIV227,PD1Ab
144,2.06173,3500,0.001,0.522325,209.213,1.90665,1333.37,80,60653.1,1.86059,52.6517,1,2.05452,3500,0.001,0.521743,209.674,1.91929,1279.92,80,60653.1,1.82315,53.4405,1,2.05452,3500,0.001,0.521743,209.674,1.91198,1279.92,80,60653.1,1.82315,53.8217,1,0,0,0,0,0,0.208724,0,0,0,0,5.82841,0,MC38,CIV227,PD1Ab
145,2.06173,3500,0.001,0.522325,209.213,1.75748,1333.37,80,60653.1,1.86059,55.9607,1,2.05452,3500,0.001,0.521743,209.674,1.77669,1279.92,80,60653.1,1.82315,56.7857,1,2.05452,3500,0.001,0.521743,209.674,1.77771,1279.92,80,60653.1,1.82315,57.4775,1,0,0,0,0,0,0.142887,0,0,0,0,4.23935,0,MC38,CIV227,PD1Ab
146,2.06173,3500,0.001,0.522325,209.213,2.69378,1333.37,80,60653.1,1.86059,51.4234,1,2.05452,3500,0.001,0.521743,209.674,2.80095,1279.92,80,60653.1,1.82315,52.2447,1,2.05452,3500,0.001,0.521743,209.674,2.64178,1279.92,80,60653.1,1.82315,51.558,1,0,0,0,0,0,0.376385,0,0,0,0,4.96013,0,MC38,CIV227,PD1Ab
147,2.06173,3500,0.001,0.522325,209.213,1.746,1333.37,80,60653.1,1.86059,49.6048,1,2.05452,3500,0.001,0.521743,209.674,1.7294,1279.92,80,60653.1,1.82315,48.8201,1,2.05452,3500,0.001,0.521743,209.674,1.70031,1279.92,80,60653.1,1.82315,49.0484,1,0,0,0,0,0,0.218324,0,0,0,0,5.22206,0,MC38,CIV227,PD1Ab
152,2.06173,3500,0.001,0.522325,209.213,2.17582,1333.37,80,60653.1,1.86059,51.0705,1,2.05452,3500,0.001,0.521743,209.674,2.09572,1279.92,80,60653.1,1.82315,48.5599,1,2.05452,3500,0.001,0.521743,209.674,2.05864,1279.92,80,60653.1,1.82315,49.9155,1,0,0,0,0,0,0.283763,0,0,0,0,5.96086,0,MC38,CIV227,PD1Ab
166,2.06173,3500,0.001,0.522325,209.213,1.87265,1333.37,80,60653.1,1.86059,44.7821,1,2.05452,3500,0.001,0.521743,209.674,1.81423,1279.92,80,60653.1,1.82315,43.5826,1,2.05452,3500,0.001,0.521743,209.674,1.78419,1279.92,80,60653.1,1.82315,43.6921,1,0,0,0,0,0,0.270512,0,0,0,0,5.46265,0,MC38,CIV227,BID50
167,2.06173,3500,0.001,0.522325,209.213,1.90851,1333.37,80,60653.1,1.86059,55.3124,1,2.05452,3500,0.001,0.521743,209.674,1.97097,1279.92,80,60653.1,1.82315,56.6634,1,2.05452,3500,0.001,0.521743,209.674,1.89035,1279.92,80,60653.1,1.82315,55.3136,1,0,0,0,0,0,0.198007,0,0,0,0,4.94974,0,MC38,CIV227,BID50
168,2.06173,3500,0.001,0.522325,209.213,1.82443,1333.37,80,60653.1,1.86059,47.3855,1,2.05452,3500,0.001,0.521743,209.674,1.86965,1279.92,80,60653.1,1.82315,48.6122,1,2.05452,3500,0.001,0.521743,209.674,1.83063,1279.92,80,60653.1,1.82315,48.633,1,0,0,0,0,0,0.247135,0,0,0,0,6.00422,0,MC38,CIV227,BID50
